epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,571.624,0.30143,4.25456,1.87711,0.62419,0.67497,0.65454,0.48427,0.40158,12.4209,2.18163,0.000140445,0.000140445,0.000140445
187,574.683,0.30469,4.19109,1.90462,0.63376,0.70558,0.64529,0.47644,0.4068,12.3227,2.20225,0.000132193,0.000132193,0.000132193
188,577.743,0.30009,4.07682,1.86053,0.64642,0.70558,0.6474,0.48461,0.40578,12.1333,2.19105,0.000123941,0.000123941,0.000123941
189,580.809,0.30412,4.2173,1.90699,0.60406,0.73619,0.64054,0.47236,0.41229,12.0064,2.21194,0.00011569,0.00011569,0.00011569
190,583.883,0.30279,4.1162,1.85468,0.59228,0.67617,0.64015,0.47543,0.41086,12.0734,2.19988,0.000107438,0.000107438,0.000107438
191,586.919,0.28775,4.02669,1.89555,0.58666,0.67617,0.65037,0.48301,0.41055,12.0603,2.21825,9.91865e-05,9.91865e-05,9.91865e-05
192,589.992,0.29585,4.09599,1.87347,0.6008,0.65126,0.64746,0.47788,0.41051,11.7143,2.24076,9.09349e-05,9.09349e-05,9.09349e-05
193,593.036,0.28858,4.2881,1.88311,0.63325,0.65891,0.64033,0.46973,0.40255,11.6372,2.19253,8.26832e-05,8.26832e-05,8.26832e-05
194,596.112,0.29068,4.16819,1.87962,0.61101,0.67081,0.64156,0.47849,0.40228,11.8367,2.19615,7.44316e-05,7.44316e-05,7.44316e-05
195,599.161,0.28944,4.26619,1.86432,0.61484,0.67287,0.64196,0.47788,0.40141,11.8375,2.19661,6.61799e-05,6.61799e-05,6.61799e-05
196,602.223,0.28608,4.08649,1.8771,0.56837,0.72269,0.63604,0.47186,0.40372,11.8161,2.20765,5.79283e-05,5.79283e-05,5.79283e-05
197,605.303,0.30024,4.13296,1.88462,0.55339,0.7419,0.63596,0.47111,0.4046,11.9032,2.21575,4.96766e-05,4.96766e-05,4.96766e-05
198,608.351,0.2872,4.06996,1.85384,0.56211,0.7338,0.63815,0.47043,0.40255,12.0818,2.21227,4.1425e-05,4.1425e-05,4.1425e-05
199,611.398,0.28751,4.11304,1.87199,0.57784,0.70659,0.62847,0.46409,0.40082,12.2974,2.21389,3.31733e-05,3.31733e-05,3.31733e-05
200,614.457,0.28823,4.00034,1.87915,0.61274,0.65641,0.63656,0.47079,0.40184,12.52,2.21717,2.49217e-05,2.49217e-05,2.49217e-05
