epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,517.191,0.30281,4.00778,1.87266,0.73958,0.87654,0.8449,0.58087,0.39552,15.3199,2.292,0.000198206,0.000198206,0.000198206
180,520.041,0.3027,4.01265,1.87639,0.71,0.87654,0.8351,0.58026,0.38209,15.753,2.26146,0.000189955,0.000189955,0.000189955
181,522.898,0.31464,4.26013,1.89892,0.69608,0.87654,0.81566,0.556,0.40246,18.6087,2.29659,0.000181703,0.000181703,0.000181703
182,525.767,0.29194,4.06941,1.8826,0.67,0.82716,0.8123,0.5548,0.40192,17.2019,2.28614,0.000173451,0.000173451,0.000173451
183,528.645,0.30203,4.13745,1.87766,0.67961,0.8642,0.82288,0.57352,0.38453,14.2709,2.24627,0.0001652,0.0001652,0.0001652
184,531.541,0.30459,4.12376,1.8631,0.7,0.8642,0.84162,0.59526,0.36536,13.4534,2.201,0.000156948,0.000156948,0.000156948
185,534.408,0.29325,3.9252,1.86213,0.72165,0.8642,0.8517,0.58584,0.37018,13.1765,2.19541,0.000148696,0.000148696,0.000148696
186,537.264,0.29887,4.14049,1.9291,0.71429,0.8642,0.85385,0.58992,0.38746,12.5568,2.24014,0.000140445,0.000140445,0.000140445
187,540.12,0.30251,4.15234,1.92392,0.82552,0.75939,0.84742,0.59079,0.40206,12.1105,2.29469,0.000132193,0.000132193,0.000132193
188,542.995,0.29265,3.98325,1.84917,0.83596,0.755,0.85513,0.58388,0.40251,12.4616,2.33787,0.000123941,0.000123941,0.000123941
189,545.891,0.29129,3.86624,1.874,0.69608,0.87654,0.85947,0.58429,0.38999,12.4877,2.32999,0.00011569,0.00011569,0.00011569
190,548.808,0.28616,3.91684,1.84547,0.69307,0.8642,0.84769,0.56798,0.39189,12.9452,2.33993,0.000107438,0.000107438,0.000107438
191,551.662,0.28608,3.95588,1.85537,0.68627,0.8642,0.84098,0.56057,0.39568,14.1592,2.33547,9.91865e-05,9.91865e-05,9.91865e-05
192,554.529,0.27856,3.71253,1.84801,0.70297,0.87654,0.84793,0.56192,0.39616,14.8957,2.33223,9.09349e-05,9.09349e-05,9.09349e-05
193,557.392,0.28968,3.90179,1.87803,0.70297,0.87654,0.84042,0.56438,0.39711,15.3626,2.33294,8.26832e-05,8.26832e-05,8.26832e-05
194,560.237,0.28424,3.79933,1.85939,0.71717,0.87654,0.83983,0.56192,0.38831,15.959,2.31974,7.44316e-05,7.44316e-05,7.44316e-05
195,563.1,0.28275,3.72361,1.82253,0.71717,0.87654,0.84215,0.56233,0.38711,15.803,2.33099,6.61799e-05,6.61799e-05,6.61799e-05
196,565.976,0.28109,3.71896,1.84892,0.70297,0.87654,0.84139,0.55998,0.38464,15.0273,2.30517,5.79283e-05,5.79283e-05,5.79283e-05
197,568.834,0.29518,3.84911,1.88383,0.70297,0.87654,0.84053,0.55827,0.38707,15.2459,2.31365,4.96766e-05,4.96766e-05,4.96766e-05
198,571.727,0.27731,3.81082,1.83988,0.72165,0.8642,0.83851,0.56021,0.39048,15.5881,2.32552,4.1425e-05,4.1425e-05,4.1425e-05
199,574.586,0.28724,3.87146,1.85027,0.71429,0.8642,0.83805,0.55515,0.39214,16.161,2.32736,3.31733e-05,3.31733e-05,3.31733e-05
200,577.491,0.29357,3.85319,1.91539,0.7,0.8642,0.83641,0.55549,0.39348,16.0232,2.32988,2.49217e-05,2.49217e-05,2.49217e-05
