epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,233.202,0.41585,7.21059,2.15408,0.41929,0.52227,0.36586,0.22486,0.64176,17.4061,2.77419,0.000957358,0.000957358,0.000957358
88,235.799,0.42497,7.67903,2.13127,0.45968,0.48756,0.41411,0.25466,0.64052,17.2252,2.91653,0.000949106,0.000949106,0.000949106
89,238.413,0.41703,8.20261,2.17088,0.36067,0.6977,0.40245,0.25556,0.64357,16.5364,2.77921,0.000940855,0.000940855,0.000940855
90,241.037,0.42616,7.98789,2.14843,0.37201,0.63413,0.39752,0.25023,0.62576,16.0899,2.68497,0.000932603,0.000932603,0.000932603
91,243.632,0.39414,7.21606,2.08104,0.39289,0.75265,0.44295,0.29198,0.629,16.8064,2.67784,0.000924352,0.000924352,0.000924352
92,246.256,0.4321,7.65979,2.15049,0.36291,0.69375,0.45185,0.29069,0.63436,17.9841,2.69559,0.0009161,0.0009161,0.0009161
93,248.877,0.42859,7.52129,2.09418,0.42922,0.5334,0.41436,0.26412,0.62509,15.8791,2.58734,0.000907848,0.000907848,0.000907848
94,251.55,0.42703,7.4489,2.18682,0.40467,0.75807,0.45375,0.28998,0.60483,17.4977,2.53473,0.000899597,0.000899597,0.000899597
95,254.146,0.42447,7.13461,2.13039,0.44029,0.61235,0.48281,0.32955,0.57726,19.291,2.52381,0.000891345,0.000891345,0.000891345
96,256.779,0.41881,6.96839,2.06488,0.41093,0.58603,0.41377,0.27407,0.60485,23.5255,2.60251,0.000883093,0.000883093,0.000883093
97,259.403,0.41916,7.15755,2.0959,0.40627,0.66464,0.46272,0.30041,0.5415,19.2376,2.45239,0.000874842,0.000874842,0.000874842
98,262.047,0.41915,7.25981,2.14993,0.36544,0.56974,0.40926,0.2749,0.56383,23.1415,2.6049,0.00086659,0.00086659,0.00086659
99,264.684,0.39937,7.20911,2.05791,0.38252,0.5587,0.4414,0.30165,0.57545,17.5768,2.58493,0.000858338,0.000858338,0.000858338
100,267.323,0.42081,7.31683,2.10643,0.38744,0.581,0.35973,0.25226,0.5664,21.7021,2.60033,0.000850087,0.000850087,0.000850087
101,270.025,0.41665,7.70742,2.11625,0.38246,0.65148,0.40913,0.2862,0.53933,19.0489,2.48284,0.000841835,0.000841835,0.000841835
102,272.645,0.41981,7.55323,2.12424,0.39923,0.68758,0.43341,0.29748,0.50576,16.1559,2.3402,0.000833583,0.000833583,0.000833583
103,275.254,0.40722,6.82201,2.10438,0.40826,0.611,0.42062,0.29969,0.499,15.9589,2.37471,0.000825332,0.000825332,0.000825332
104,277.936,0.41256,7.57244,2.16108,0.44044,0.52024,0.43401,0.28122,0.54208,15.7234,2.44715,0.00081708,0.00081708,0.00081708
105,280.582,0.41328,6.77913,2.0888,0.36504,0.62584,0.426,0.27795,0.52112,19.6516,2.35321,0.000808828,0.000808828,0.000808828
106,283.189,0.404,7.16194,2.09155,0.38585,0.70784,0.4278,0.29904,0.55291,15.028,2.48501,0.000800577,0.000800577,0.000800577
107,285.825,0.40904,7.15277,2.12342,0.45354,0.57321,0.46739,0.33208,0.5236,14.7697,2.45762,0.000792325,0.000792325,0.000792325
