epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,482.592,0.32403,4.84977,1.93632,0.39894,0.80348,0.46216,0.32874,0.54253,18.9368,2.65556,0.000181703,0.000181703,0.000181703
182,485.222,0.33302,4.90848,1.95979,0.41192,0.66836,0.48514,0.34172,0.54097,18.0718,2.64639,0.000173451,0.000173451,0.000173451
183,487.826,0.32357,4.78821,1.93001,0.41698,0.67679,0.49,0.34771,0.53752,17.7154,2.60267,0.0001652,0.0001652,0.0001652
184,490.435,0.31526,4.81836,1.89259,0.38484,0.83198,0.477,0.34188,0.53722,19.252,2.56322,0.000156948,0.000156948,0.000156948
185,493.037,0.30516,4.61965,1.88018,0.31795,0.88428,0.4596,0.32099,0.52971,22.0455,2.50256,0.000148696,0.000148696,0.000148696
186,495.676,0.32121,4.71646,1.90887,0.32182,0.88462,0.4533,0.32608,0.52353,22.7153,2.50495,0.000140445,0.000140445,0.000140445
187,498.309,0.31154,4.64744,1.92831,0.32425,0.88462,0.46288,0.33253,0.52839,22.1585,2.50695,0.000132193,0.000132193,0.000132193
188,500.931,0.31897,4.97416,1.94655,0.31924,0.87146,0.48633,0.34928,0.51968,21.031,2.49848,0.000123941,0.000123941,0.000123941
189,503.549,0.31649,4.7213,1.89395,0.3208,0.88428,0.49446,0.3573,0.51226,20.0861,2.48815,0.00011569,0.00011569,0.00011569
190,506.191,0.31398,4.55095,1.9105,0.32911,0.87078,0.4733,0.34241,0.51205,20.5695,2.51355,0.000107438,0.000107438,0.000107438
191,508.803,0.31149,4.47302,1.89272,0.34138,0.87078,0.4806,0.34677,0.52167,20.6179,2.53048,9.91865e-05,9.91865e-05,9.91865e-05
192,511.434,0.30605,4.48308,1.85923,0.40626,0.62483,0.47674,0.34215,0.54666,19.8411,2.60167,9.09349e-05,9.09349e-05,9.09349e-05
193,514.065,0.31266,4.68217,1.87305,0.40692,0.63966,0.47052,0.33862,0.56773,18.9681,2.67022,8.26832e-05,8.26832e-05,8.26832e-05
194,516.759,0.31654,4.45258,1.90956,0.38534,0.61779,0.46907,0.33779,0.56893,19.1148,2.68416,7.44316e-05,7.44316e-05,7.44316e-05
195,519.388,0.30456,4.48636,1.8894,0.3865,0.61726,0.46593,0.33345,0.56238,19.4536,2.67676,6.61799e-05,6.61799e-05,6.61799e-05
196,522.013,0.31594,4.64325,1.94455,0.38834,0.61032,0.45594,0.33222,0.55261,19.4104,2.64709,5.79283e-05,5.79283e-05,5.79283e-05
197,524.617,0.31742,4.59474,1.93084,0.38871,0.72807,0.47308,0.34549,0.55099,19.6499,2.66036,4.96766e-05,4.96766e-05,4.96766e-05
198,527.244,0.31857,4.74759,1.91879,0.40361,0.68927,0.46798,0.34177,0.54733,19.9551,2.64484,4.1425e-05,4.1425e-05,4.1425e-05
199,529.873,0.31563,4.50772,1.90113,0.40358,0.68927,0.47121,0.34537,0.54276,20.1253,2.63236,3.31733e-05,3.31733e-05,3.31733e-05
200,532.535,0.3104,4.58259,1.88131,0.34079,0.87078,0.46688,0.34118,0.53819,20.5478,2.62797,2.49217e-05,2.49217e-05,2.49217e-05
